EID_100001, Dupont, Albert, (024) 777 331 711, albert.dupont@heig-vd.ch, MALE, HEG, Professeur
EID_106198, Bauer, Emma, (024) 777 841 270, emma.bauer@heig-vd.ch, FEMALE, COMEM, Administratif
EID_106199, Clément, Bernadette, (024) 777 633 606, bernadette.clement@heig-vd.ch, FEMALE, COMEM, Assistant
EID_106200, Bauer, Amélie, (024) 777 399 618, amelie.bauer@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_106201, De Decker, Amélie, (024) 777 229 368, amelie.de decker@heig-vd.ch, FEMALE, TIN, Administratif
EID_106202, Bauer, Brigitte, (024) 777 834 176, brigitte.bauer@heig-vd.ch, FEMALE, EC, Professeur
EID_106203, Dupont, Carole, (024) 777 267 664, carole.dupont@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_106204, Clément, Emil, (024) 777 188 415, emil.clement@heig-vd.ch, MALE, DEPG, Professeur
EID_106205, Clément, Frédéric, (024) 777 127 703, frederic.clement@heig-vd.ch, MALE, EC, Administratif
EID_106206, Dupond, Fabienne, (024) 777 482 494, fabienne.dupond@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_106207, Smith, Fabienne, (024) 777 389 824, fabienne.smith@heig-vd.ch, FEMALE, TIC, Professeur
EID_106208, Jones, Guillaume, (024) 777 450 663, guillaume.jones@heig-vd.ch, MALE, TIN, Professeur
EID_106209, Clément, Emil, (024) 777 537 684, emil.clement@heig-vd.ch, MALE, COMEM, Etudiant
EID_106210, Smith, Amélie, (024) 777 743 124, amelie.smith@heig-vd.ch, FEMALE, TIC, Professeur
EID_106211, Dupond, Georgette, (024) 777 490 104, georgette.dupond@heig-vd.ch, FEMALE, HEG, Administratif
EID_106212, De Villiers, Gontran, (024) 777 499 672, gontran.de villiers@heig-vd.ch, MALE, DEPG, Administratif
EID_106213, De Decker, Didier, (024) 777 323 151, didier.de decker@heig-vd.ch, MALE, TIN, Professeur
EID_106214, Simpson, Christine, (024) 777 885 881, christine.simpson@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_106215, Simpson, Marc, (024) 777 242 118, marc.simpson@heig-vd.ch, MALE, TIN, Professeur
EID_106216, Bauer, Didier, (024) 777 729 537, didier.bauer@heig-vd.ch, MALE, EC, Professeur
EID_106217, Dupond, Evelyne, (024) 777 259 476, evelyne.dupond@heig-vd.ch, FEMALE, HEG, Etudiant
EID_106218, Belmondo, Cédric, (024) 777 333 565, cedric.belmondo@heig-vd.ch, MALE, HEG, Assistant
EID_106219, Dupond, Bernard, (024) 777 400 708, bernard.dupond@heig-vd.ch, MALE, TIC, Etudiant
EID_106220, De Villiers, Bernard, (024) 777 203 622, bernard.de villiers@heig-vd.ch, MALE, HEG, Administratif
EID_106221, De Villiers, Emilie, (024) 777 456 558, emilie.de villiers@heig-vd.ch, FEMALE, HEG, Assistant
EID_106222, Smith, Amélie, (024) 777 265 844, amelie.smith@heig-vd.ch, FEMALE, TIC, Administratif
EID_106223, Belmondo, Emil, (024) 777 675 228, emil.belmondo@heig-vd.ch, MALE, TIC, Etudiant
EID_106224, Dupont, Julie, (024) 777 459 654, julie.dupont@heig-vd.ch, FEMALE, EC, Professeur
EID_106225, Dupond, Julien, (024) 777 572 467, julien.dupond@heig-vd.ch, MALE, TIC, Etudiant
EID_106226, Delon, Georgette, (024) 777 632 478, georgette.delon@heig-vd.ch, FEMALE, TIN, Etudiant
EID_106227, Bauer, Fabrice, (024) 777 388 326, fabrice.bauer@heig-vd.ch, MALE, TIC, Etudiant
EID_106228, Delon, Bryan, (024) 777 263 262, bryan.delon@heig-vd.ch, MALE, COMEM, Administratif
EID_106229, Clément, Charles, (024) 777 682 450, charles.clement@heig-vd.ch, MALE, COMEM, Professeur
EID_106230, Marchand, Aurore, (024) 777 800 798, aurore.marchand@heig-vd.ch, FEMALE, EC, Assistant
EID_106231, De Decker, Carine, (024) 777 480 809, carine.de decker@heig-vd.ch, FEMALE, HEG, Etudiant
EID_106232, Dupond, Albert, (024) 777 262 415, albert.dupond@heig-vd.ch, MALE, COMEM, Professeur
EID_106233, Jones, Brigitte, (024) 777 413 891, brigitte.jones@heig-vd.ch, FEMALE, HEG, Etudiant
EID_106234, Dupond, Didier, (024) 777 892 533, didier.dupond@heig-vd.ch, MALE, EC, Administratif
EID_106235, Simpson, Faustine, (024) 777 354 374, faustine.simpson@heig-vd.ch, FEMALE, DEPG, Administratif
EID_106236, Bauer, Henriette, (024) 777 261 150, henriette.bauer@heig-vd.ch, FEMALE, HEG, Etudiant
EID_106237, Simpson, Emilie, (024) 777 246 240, emilie.simpson@heig-vd.ch, FEMALE, EC, Assistant
EID_106238, Belmondo, Carole, (024) 777 623 268, carole.belmondo@heig-vd.ch, FEMALE, TIN, Professeur
EID_106239, Jones, Danièle, (024) 777 136 661, daniele.jones@heig-vd.ch, FEMALE, EC, Assistant
EID_106240, Bauer, Charles, (024) 777 446 161, charles.bauer@heig-vd.ch, MALE, TIN, Professeur
EID_106241, Bauer, Charles, (024) 777 187 144, charles.bauer@heig-vd.ch, MALE, HEG, Etudiant
EID_106242, Dupond, Edgar, (024) 777 430 891, edgar.dupond@heig-vd.ch, MALE, TIN, Administratif
EID_106243, Clément, Carole, (024) 777 601 422, carole.clement@heig-vd.ch, FEMALE, TIN, Administratif
EID_106244, Bauer, Georgette, (024) 777 761 106, georgette.bauer@heig-vd.ch, FEMALE, TIC, Etudiant
EID_106245, Delon, Amélie, (024) 777 848 817, amelie.delon@heig-vd.ch, FEMALE, TIN, Etudiant
EID_106246, Jones, Aurore, (024) 777 562 757, aurore.jones@heig-vd.ch, FEMALE, TIC, Etudiant
EID_106247, Jones, Emilie, (024) 777 857 266, emilie.jones@heig-vd.ch, FEMALE, TIN, Assistant
EID_106248, Marchand, Lucien, (024) 777 416 409, lucien.marchand@heig-vd.ch, MALE, HEG, Administratif
EID_106249, Simpson, Emilie, (024) 777 430 219, emilie.simpson@heig-vd.ch, FEMALE, HEG, Administratif
EID_106250, Marchand, Lucien, (024) 777 157 728, lucien.marchand@heig-vd.ch, MALE, HEG, Etudiant
EID_106251, Dupond, Lucien, (024) 777 699 486, lucien.dupond@heig-vd.ch, MALE, COMEM, Etudiant
EID_106252, Belmondo, Amélie, (024) 777 748 587, amelie.belmondo@heig-vd.ch, FEMALE, COMEM, Professeur
EID_106253, Jones, Charles, (024) 777 881 378, charles.jones@heig-vd.ch, MALE, DEPG, Professeur
EID_106254, Durant, Julien, (024) 777 352 539, julien.durant@heig-vd.ch, MALE, COMEM, Etudiant
EID_106255, Simpson, Dylan, (024) 777 346 101, dylan.simpson@heig-vd.ch, MALE, EC, Etudiant
EID_106256, Smith, Albert, (024) 777 747 789, albert.smith@heig-vd.ch, MALE, HEG, Etudiant
EID_106257, Clément, Danièle, (024) 777 516 295, daniele.clement@heig-vd.ch, FEMALE, COMEM, Administratif
EID_106258, De Villiers, Anne, (024) 777 187 346, anne.de villiers@heig-vd.ch, FEMALE, HEG, Professeur
EID_106259, De Decker, Lucien, (024) 777 630 848, lucien.de decker@heig-vd.ch, MALE, HEG, Etudiant
EID_106260, Durant, Bernadette, (024) 777 579 445, bernadette.durant@heig-vd.ch, FEMALE, TIN, Etudiant
EID_106261, De Villiers, Charles, (024) 777 115 551, charles.de villiers@heig-vd.ch, MALE, HEG, Professeur
EID_106262, De Decker, Aurore, (024) 777 801 751, aurore.de decker@heig-vd.ch, FEMALE, EC, Assistant
EID_106263, Simpson, Faustine, (024) 777 866 645, faustine.simpson@heig-vd.ch, FEMALE, TIC, Assistant
EID_106264, Dupont, Brigitte, (024) 777 870 514, brigitte.dupont@heig-vd.ch, FEMALE, HEG, Assistant
EID_106265, Dupond, Fabrice, (024) 777 264 812, fabrice.dupond@heig-vd.ch, MALE, TIC, Etudiant
EID_106266, Belmondo, Bernard, (024) 777 535 540, bernard.belmondo@heig-vd.ch, MALE, DEPG, Administratif
EID_106267, Dupond, Danièle, (024) 777 742 572, daniele.dupond@heig-vd.ch, FEMALE, EC, Assistant
EID_106268, De Villiers, Cédric, (024) 777 289 206, cedric.de villiers@heig-vd.ch, MALE, TIN, Administratif
EID_106269, Durant, Christine, (024) 777 204 262, christine.durant@heig-vd.ch, FEMALE, HEG, Professeur
EID_106270, Dupond, Anne, (024) 777 608 765, anne.dupond@heig-vd.ch, FEMALE, EC, Etudiant
EID_106271, Smith, Emilie, (024) 777 660 569, emilie.smith@heig-vd.ch, FEMALE, TIN, Etudiant
EID_106272, De Decker, Edgar, (024) 777 724 783, edgar.de decker@heig-vd.ch, MALE, COMEM, Professeur
EID_106273, Delon, Julie, (024) 777 336 592, julie.delon@heig-vd.ch, FEMALE, DEPG, Professeur
EID_106274, Belmondo, Henriette, (024) 777 889 509, henriette.belmondo@heig-vd.ch, FEMALE, HEG, Administratif
EID_106275, Dupont, Christine, (024) 777 440 135, christine.dupont@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_106276, Delon, Bernard, (024) 777 120 165, bernard.delon@heig-vd.ch, MALE, TIN, Professeur
EID_106277, Bauer, Gilles, (024) 777 185 791, gilles.bauer@heig-vd.ch, MALE, EC, Administratif
EID_106278, Durant, Julie, (024) 777 738 195, julie.durant@heig-vd.ch, FEMALE, EC, Etudiant
EID_106279, Durant, Fabienne, (024) 777 731 196, fabienne.durant@heig-vd.ch, FEMALE, HEG, Etudiant
EID_106280, Clément, Dylan, (024) 777 508 165, dylan.clement@heig-vd.ch, MALE, HEG, Administratif
EID_106281, De Decker, Gilles, (024) 777 674 130, gilles.de decker@heig-vd.ch, MALE, DEPG, Administratif
EID_106282, Delon, Bernadette, (024) 777 451 564, bernadette.delon@heig-vd.ch, FEMALE, HEG, Administratif
EID_106283, Smith, Luc, (024) 777 510 154, luc.smith@heig-vd.ch, MALE, COMEM, Administratif
EID_106284, Bauer, Fabrice, (024) 777 691 451, fabrice.bauer@heig-vd.ch, MALE, EC, Professeur
EID_106285, De Villiers, Fabrice, (024) 777 731 852, fabrice.de villiers@heig-vd.ch, MALE, DEPG, Etudiant
EID_106286, De Decker, Marc, (024) 777 644 328, marc.de decker@heig-vd.ch, MALE, TIC, Professeur
EID_106287, Bauer, Bryan, (024) 777 810 754, bryan.bauer@heig-vd.ch, MALE, DEPG, Assistant
EID_106288, Bauer, Christine, (024) 777 889 566, christine.bauer@heig-vd.ch, FEMALE, EC, Assistant
EID_106289, Delon, Dorothé, (024) 777 474 438, dorothe.delon@heig-vd.ch, FEMALE, HEG, Professeur
EID_106290, De Decker, Irène, (024) 777 664 113, irene.de decker@heig-vd.ch, FEMALE, TIC, Etudiant
EID_106291, Dupont, Gilles, (024) 777 638 422, gilles.dupont@heig-vd.ch, MALE, TIC, Etudiant
EID_106292, Simpson, Danièle, (024) 777 481 762, daniele.simpson@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_106293, Marchand, Fabien, (024) 777 751 763, fabien.marchand@heig-vd.ch, MALE, TIN, Professeur
EID_106294, Belmondo, Gontran, (024) 777 428 333, gontran.belmondo@heig-vd.ch, MALE, COMEM, Administratif
EID_106295, Simpson, Marc, (024) 777 137 485, marc.simpson@heig-vd.ch, MALE, DEPG, Assistant
EID_106296, Marchand, Aurore, (024) 777 617 811, aurore.marchand@heig-vd.ch, FEMALE, DEPG, Professeur
EID_106297, Dupond, Henriette, (024) 777 146 549, henriette.dupond@heig-vd.ch, FEMALE, EC, Professeur
EID_106298, Bauer, Carine, (024) 777 195 799, carine.bauer@heig-vd.ch, FEMALE, TIC, Etudiant
EID_106299, Delon, Henriette, (024) 777 607 434, henriette.delon@heig-vd.ch, FEMALE, DEPG, Professeur
EID_106300, Smith, Danièle, (024) 777 451 894, daniele.smith@heig-vd.ch, FEMALE, DEPG, Assistant
EID_106301, Simpson, Lucien, (024) 777 487 539, lucien.simpson@heig-vd.ch, MALE, EC, Administratif
EID_106302, Bauer, Fabien, (024) 777 857 644, fabien.bauer@heig-vd.ch, MALE, TIC, Assistant
EID_106303, Durant, Emil, (024) 777 466 140, emil.durant@heig-vd.ch, MALE, HEG, Administratif
EID_106304, Simpson, Georgette, (024) 777 679 657, georgette.simpson@heig-vd.ch, FEMALE, COMEM, Administratif
EID_106305, De Decker, Gontran, (024) 777 345 256, gontran.de decker@heig-vd.ch, MALE, DEPG, Etudiant
EID_106306, Belmondo, Emil, (024) 777 588 859, emil.belmondo@heig-vd.ch, MALE, COMEM, Etudiant
EID_106307, Belmondo, Emma, (024) 777 319 406, emma.belmondo@heig-vd.ch, FEMALE, TIN, Administratif
EID_106308, Dupond, Frédéric, (024) 777 274 196, frederic.dupond@heig-vd.ch, MALE, COMEM, Professeur
EID_106309, Marchand, Henriette, (024) 777 697 160, henriette.marchand@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_106310, Delon, Luc, (024) 777 502 461, luc.delon@heig-vd.ch, MALE, TIN, Professeur
EID_106311, Smith, Jimmy, (024) 777 133 128, jimmy.smith@heig-vd.ch, MALE, COMEM, Etudiant
EID_106312, De Decker, Emma, (024) 777 348 668, emma.de decker@heig-vd.ch, FEMALE, TIN, Administratif
EID_106313, Jones, Charles, (024) 777 544 425, charles.jones@heig-vd.ch, MALE, COMEM, Administratif
EID_106314, Durant, Marc, (024) 777 383 569, marc.durant@heig-vd.ch, MALE, DEPG, Professeur
EID_106315, Clément, Danièle, (024) 777 354 391, daniele.clement@heig-vd.ch, FEMALE, DEPG, Professeur
EID_106316, Belmondo, Fabien, (024) 777 402 667, fabien.belmondo@heig-vd.ch, MALE, EC, Etudiant
EID_106317, De Villiers, Guillaume, (024) 777 482 860, guillaume.de villiers@heig-vd.ch, MALE, TIC, Professeur
EID_106318, Belmondo, Bernadette, (024) 777 729 561, bernadette.belmondo@heig-vd.ch, FEMALE, HEG, Administratif
EID_106319, Dupont, Faustine, (024) 777 184 639, faustine.dupont@heig-vd.ch, FEMALE, COMEM, Professeur
EID_106320, De Villiers, Edgar, (024) 777 286 361, edgar.de villiers@heig-vd.ch, MALE, TIC, Assistant
EID_106321, De Villiers, Edgar, (024) 777 613 624, edgar.de villiers@heig-vd.ch, MALE, HEG, Administratif
EID_106322, Belmondo, Christine, (024) 777 489 462, christine.belmondo@heig-vd.ch, FEMALE, TIN, Etudiant
EID_106323, De Villiers, Albert, (024) 777 191 878, albert.de villiers@heig-vd.ch, MALE, TIC, Administratif
EID_106324, Bauer, Carole, (024) 777 416 209, carole.bauer@heig-vd.ch, FEMALE, TIC, Administratif
EID_106325, Simpson, Anne, (024) 777 537 886, anne.simpson@heig-vd.ch, FEMALE, TIC, Etudiant
EID_106326, De Villiers, Julien, (024) 777 612 386, julien.de villiers@heig-vd.ch, MALE, TIC, Etudiant
EID_106327, Jones, Emilie, (024) 777 617 222, emilie.jones@heig-vd.ch, FEMALE, EC, Assistant
EID_106328, Delon, Anne, (024) 777 815 455, anne.delon@heig-vd.ch, FEMALE, DEPG, Administratif
EID_106329, Bauer, Bernard, (024) 777 287 417, bernard.bauer@heig-vd.ch, MALE, EC, Administratif
EID_106330, Marchand, Georgette, (024) 777 616 575, georgette.marchand@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_106331, Delon, Dylan, (024) 777 206 474, dylan.delon@heig-vd.ch, MALE, HEG, Professeur
EID_106332, Dupont, Jimmy, (024) 777 329 379, jimmy.dupont@heig-vd.ch, MALE, TIN, Professeur
EID_106333, De Decker, Cédric, (024) 777 402 168, cedric.de decker@heig-vd.ch, MALE, TIC, Etudiant
EID_106334, Simpson, Henri, (024) 777 878 175, henri.simpson@heig-vd.ch, MALE, COMEM, Etudiant
EID_106335, Dupond, Dorothé, (024) 777 126 524, dorothe.dupond@heig-vd.ch, FEMALE, TIC, Administratif
EID_106336, De Decker, Bernard, (024) 777 544 842, bernard.de decker@heig-vd.ch, MALE, COMEM, Assistant
EID_106337, Smith, Emma, (024) 777 384 477, emma.smith@heig-vd.ch, FEMALE, TIC, Professeur
EID_106338, Belmondo, Cédric, (024) 777 362 411, cedric.belmondo@heig-vd.ch, MALE, TIN, Administratif
EID_106339, Dupond, Henriette, (024) 777 182 875, henriette.dupond@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_106340, Dupont, Cédric, (024) 777 455 334, cedric.dupont@heig-vd.ch, MALE, HEG, Professeur
EID_106341, Durant, Henri, (024) 777 870 554, henri.durant@heig-vd.ch, MALE, COMEM, Etudiant
EID_106342, Marchand, Irène, (024) 777 184 715, irene.marchand@heig-vd.ch, FEMALE, COMEM, Administratif
EID_106343, Durant, Edgar, (024) 777 198 281, edgar.durant@heig-vd.ch, MALE, DEPG, Etudiant
EID_106344, Durant, Bernard, (024) 777 659 499, bernard.durant@heig-vd.ch, MALE, DEPG, Etudiant
EID_106345, Dupond, Albert, (024) 777 255 652, albert.dupond@heig-vd.ch, MALE, HEG, Professeur
EID_106346, Belmondo, Danièle, (024) 777 345 274, daniele.belmondo@heig-vd.ch, FEMALE, HEG, Professeur
EID_106347, Bauer, Julie, (024) 777 841 704, julie.bauer@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_106348, Belmondo, Carine, (024) 777 523 112, carine.belmondo@heig-vd.ch, FEMALE, COMEM, Professeur
EID_106349, Marchand, Evelyne, (024) 777 539 453, evelyne.marchand@heig-vd.ch, FEMALE, EC, Professeur
EID_106350, Delon, Amélie, (024) 777 808 684, amelie.delon@heig-vd.ch, FEMALE, COMEM, Professeur
EID_106351, Simpson, Bernard, (024) 777 164 266, bernard.simpson@heig-vd.ch, MALE, COMEM, Administratif
EID_106352, Dupont, Didier, (024) 777 460 170, didier.dupont@heig-vd.ch, MALE, EC, Professeur
EID_106353, Durant, Gontran, (024) 777 527 346, gontran.durant@heig-vd.ch, MALE, EC, Professeur
EID_106354, Marchand, Gontran, (024) 777 585 864, gontran.marchand@heig-vd.ch, MALE, TIN, Assistant
EID_106355, De Decker, Lucien, (024) 777 723 833, lucien.de decker@heig-vd.ch, MALE, HEG, Administratif
EID_106356, Belmondo, Danièle, (024) 777 460 571, daniele.belmondo@heig-vd.ch, FEMALE, TIC, Professeur
EID_106357, Dupond, Bryan, (024) 777 474 530, bryan.dupond@heig-vd.ch, MALE, COMEM, Administratif
EID_106358, Dupond, Luc, (024) 777 270 561, luc.dupond@heig-vd.ch, MALE, COMEM, Assistant
EID_106359, De Decker, Charles, (024) 777 438 276, charles.de decker@heig-vd.ch, MALE, TIC, Assistant
EID_106360, Belmondo, Christine, (024) 777 259 829, christine.belmondo@heig-vd.ch, FEMALE, HEG, Professeur
EID_106361, Marchand, Fabienne, (024) 777 423 349, fabienne.marchand@heig-vd.ch, FEMALE, TIN, Administratif
EID_106362, Smith, Gontran, (024) 777 733 587, gontran.smith@heig-vd.ch, MALE, EC, Professeur
EID_106363, Belmondo, Carole, (024) 777 137 774, carole.belmondo@heig-vd.ch, FEMALE, TIC, Professeur
EID_106364, Simpson, Faustine, (024) 777 699 284, faustine.simpson@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_106365, Dupont, Didier, (024) 777 744 514, didier.dupont@heig-vd.ch, MALE, HEG, Professeur
EID_106366, Clément, Aurore, (024) 777 764 660, aurore.clement@heig-vd.ch, FEMALE, TIC, Etudiant
EID_106367, De Decker, Fabien, (024) 777 158 676, fabien.de decker@heig-vd.ch, MALE, TIN, Assistant
EID_106368, Dupont, Frédéric, (024) 777 809 755, frederic.dupont@heig-vd.ch, MALE, DEPG, Etudiant
EID_106369, Smith, Emil, (024) 777 720 667, emil.smith@heig-vd.ch, MALE, TIC, Administratif
EID_106370, Jones, Amélie, (024) 777 533 670, amelie.jones@heig-vd.ch, FEMALE, DEPG, Professeur
EID_106371, Marchand, Cédric, (024) 777 106 335, cedric.marchand@heig-vd.ch, MALE, TIC, Professeur
EID_106372, Durant, Luc, (024) 777 863 351, luc.durant@heig-vd.ch, MALE, TIC, Professeur
EID_106373, Dupont, Lucien, (024) 777 823 137, lucien.dupont@heig-vd.ch, MALE, EC, Professeur
EID_106374, Dupont, Aurore, (024) 777 506 287, aurore.dupont@heig-vd.ch, FEMALE, TIC, Administratif
EID_106375, Clément, Jimmy, (024) 777 464 376, jimmy.clement@heig-vd.ch, MALE, TIN, Professeur
EID_106376, Belmondo, Fabrice, (024) 777 600 638, fabrice.belmondo@heig-vd.ch, MALE, DEPG, Etudiant
EID_106377, Clément, Dylan, (024) 777 424 301, dylan.clement@heig-vd.ch, MALE, DEPG, Administratif
EID_106378, Dupond, Charles, (024) 777 728 334, charles.dupond@heig-vd.ch, MALE, TIN, Assistant
EID_106379, De Villiers, Cédric, (024) 777 419 153, cedric.de villiers@heig-vd.ch, MALE, TIC, Administratif
EID_106380, Smith, Julie, (024) 777 660 204, julie.smith@heig-vd.ch, FEMALE, COMEM, Assistant
EID_106381, Simpson, Albert, (024) 777 808 691, albert.simpson@heig-vd.ch, MALE, DEPG, Etudiant
EID_106382, De Decker, Fabienne, (024) 777 891 358, fabienne.de decker@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_106383, Bauer, Fabienne, (024) 777 812 149, fabienne.bauer@heig-vd.ch, FEMALE, TIC, Administratif
EID_106384, De Villiers, Edgar, (024) 777 571 742, edgar.de villiers@heig-vd.ch, MALE, DEPG, Professeur
EID_106385, Delon, Anne, (024) 777 229 326, anne.delon@heig-vd.ch, FEMALE, EC, Etudiant
EID_106386, Durant, Henriette, (024) 777 801 518, henriette.durant@heig-vd.ch, FEMALE, TIC, Administratif
EID_106387, Clément, Carole, (024) 777 328 472, carole.clement@heig-vd.ch, FEMALE, DEPG, Administratif
EID_106388, Dupond, Gontran, (024) 777 650 573, gontran.dupond@heig-vd.ch, MALE, EC, Etudiant
EID_106389, Dupond, Jimmy, (024) 777 634 607, jimmy.dupond@heig-vd.ch, MALE, TIC, Etudiant
EID_106390, De Decker, Georgette, (024) 777 366 880, georgette.de decker@heig-vd.ch, FEMALE, COMEM, Assistant
EID_106391, De Villiers, Emilie, (024) 777 772 392, emilie.de villiers@heig-vd.ch, FEMALE, TIN, Assistant
EID_106392, Simpson, Faustine, (024) 777 389 731, faustine.simpson@heig-vd.ch, FEMALE, EC, Etudiant
EID_106393, Belmondo, Fabrice, (024) 777 439 599, fabrice.belmondo@heig-vd.ch, MALE, EC, Professeur
EID_106394, Dupont, Guillaume, (024) 777 537 401, guillaume.dupont@heig-vd.ch, MALE, EC, Etudiant
EID_106395, Simpson, Emil, (024) 777 791 199, emil.simpson@heig-vd.ch, MALE, HEG, Professeur
EID_106396, Belmondo, Julien, (024) 777 717 295, julien.belmondo@heig-vd.ch, MALE, DEPG, Assistant
EID_106397, Dupond, Fabien, (024) 777 269 342, fabien.dupond@heig-vd.ch, MALE, TIN, Etudiant
EID_106398, De Decker, Fabienne, (024) 777 493 848, fabienne.de decker@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_106399, De Villiers, Charles, (024) 777 710 208, charles.de villiers@heig-vd.ch, MALE, COMEM, Assistant
EID_106400, Bauer, Evelyne, (024) 777 232 205, evelyne.bauer@heig-vd.ch, FEMALE, TIC, Assistant
EID_106401, Durant, Bryan, (024) 777 413 671, bryan.durant@heig-vd.ch, MALE, DEPG, Assistant
EID_106402, De Villiers, Aurore, (024) 777 630 818, aurore.de villiers@heig-vd.ch, FEMALE, HEG, Professeur
EID_106403, Marchand, Evelyne, (024) 777 205 802, evelyne.marchand@heig-vd.ch, FEMALE, EC, Administratif
EID_106404, Durant, Irène, (024) 777 707 317, irene.durant@heig-vd.ch, FEMALE, HEG, Professeur
EID_106405, Durant, Anne, (024) 777 836 790, anne.durant@heig-vd.ch, FEMALE, EC, Professeur
EID_106406, Smith, Edgar, (024) 777 331 340, edgar.smith@heig-vd.ch, MALE, DEPG, Administratif
EID_106407, Dupond, Henri, (024) 777 595 129, henri.dupond@heig-vd.ch, MALE, DEPG, Etudiant
